price,millage,year,make,model,city,state,accidents,owners,use
3399,101423,2010,Pontiac,G6, Garfield, NJ,0,6.0,Personal
13850,36377,2017,Honda,HR-V, Greatneck, NY,0,1.0,Personal
13390,45691,2018,Chevrolet,Equinox, Bronx, NY,0,1.0,Personal
16888,30585,2017,Toyota,RAV4, Jamaica, NY,0,1.0,Personal
33901,8510,2017,Mercedes-Benz,C-Class, New York, NY,0,1.0,Personal
37992,56544,2015,Mercedes-Benz,M-Class, Jersey City, NJ,0,2.0,Personal
38286,6108,2019,Audi,A5, Secaucus, NJ,1,1.0,Personal
5500,104117,2011,Volkswagen,Jetta, Kearny, NJ,1,2.0,Personal
3795,141843,2005,Honda,Accord, Newark, NJ,2,6.0,Personal
8995,83058,2009,Ford,Econoline Cargo Van, Newark, NJ,1,1.0,Personal
11495,42308,2018,Nissan,Altima, Bayonne, NJ,0,1.0,Personal
4995,82424,2012,FIAT,500, Newark, NJ,1,1.0,Personal
15542,92305,2014,Ford,F-150, Carlstadt, NJ,0,3.0,Personal
34995,31172,2017,Lexus,GS, New York, NY,0,1.0,Personal
17542,60023,2016,Ford,Explorer, Carlstadt, NJ,1,1.0,Fleet
44995,16502,2018,Lexus,GX, New York, NY,0,1.0,Personal
48286,9803,2019,Audi,Q7, Secaucus, NJ,0,1.0,Personal
10995,126055,2011,Mercedes-Benz,M-Class, Newark, NJ,0,2.0,Personal
13680,88930,2012,Mercedes-Benz,E-Class, Jersey City, NJ,0,2.0,Fleet
49801,17546,2017,Mercedes-Benz,GLS, New York, NY,0,1.0,Personal
9399,88697,2012,Honda,Civic, Union City, NJ,0,1.0,Personal
9495,111121,2010,Ford,F-150, Newark, NJ,0,3.0,Personal
29995,22462,2016,Lexus,RX, New York, NY,0,1.0,Personal
33286,13087,2019,Audi,A4, Secaucus, NJ,1,1.0,Personal
17972,64685,2013,INFINITI,G, Jersey City, NJ,0,1.0,Personal
21797,37571,2019,Nissan,Pathfinder, New York, NY,0,1.0,Personal
14642,99031,2013,Ford,F-150, Carlstadt, NJ,0,3.0,Personal
10990,36059,2011,Honda,CR-V, New York, NY,1,3.0,Personal
49901,26988,2017,Mercedes-Benz,GLS, New York, NY,0,1.0,Personal
62905,12900,2019,Mercedes-Benz,CLS, New York, NY,0,1.0,Personal
10995,62510,2015,Nissan,Rogue Select, Union City, NJ,0,4.0,Personal
89500,18864,2017,Porsche,911, New York, NY,0,1.0,Personal
35901,29312,2017,Mercedes-Benz,E-Class, New York, NY,0,1.0,Personal
29686,28701,2018,Audi,A5, Secaucus, NJ,0,1.0,Personal
21990,36913,2017,Jeep,Grand Cherokee, Elmhurst, NY,0,1.0,Personal
20398,32266,2019,Toyota,Camry, Brooklyn, NY,0,1.0,Personal
13990,76896,2017,Toyota,Camry, New York, NY,0,2.0,Personal
11995,25619,2019,Volkswagen,Jetta, Newark, NJ,1,1.0,Personal
6799,131618,2015,Chrysler,200, Teterboro, NJ,0,1.0,Personal
16035,29099,2019,Nissan,Altima, Hackensack, NJ,0,1.0,Personal
12470,21551,2016,Ford,Fusion, Brooklyn, NY,0,1.0,Fleet
12995,37777,2017,Honda,Civic, Greatneck, NY,0,1.0,Personal
20498,30278,2019,Toyota,Camry, Brooklyn, NY,0,1.0,Personal
18990,74225,2013,Jaguar,XJ, New York, NY,0,3.0,Personal
12800,17659,2019,Volkswagen,Jetta, North Plainfield, NJ,0,1.0,Personal
16990,74747,2017,Honda,Accord, New York, NY,0,1.0,Fleet
9995,61785,2016,Ford,Fusion, Scarsdale, NY,0,2.0,Personal
14900,23997,2017,Honda,Accord, Old Bridge, NJ,0,1.0,Personal
3995,153256,2013,Dodge,Avenger, Ridgewood, NY,5,2.0,Fleet
9495,111284,2007,Mercedes-Benz,S-Class, Saddle Brook, NJ,0,4.0,Fleet
12900,66525,2017,Chevrolet,Equinox, Rahway, NJ,0,1.0,Fleet
9980,55585,2015,Nissan,Altima, Paramus, NJ,1,2.0,Personal
10505,45807,2016,Chevrolet,Trax, Mahwah, NJ,0,1.0,Personal
3995,152839,1999,Ford,F-150, Belford, NJ,1,4.0,Personal
14990,38436,2017,Ford,Escape, New York, NY,0,1.0,Personal
9500,40823,2016,Kia,Soul, Hillside, NJ,1,1.0,Personal
21990,40998,2017,Ford,Explorer, New York, NY,0,1.0,Fleet
3999,95291,2007,Subaru,Outback, Garfield, NJ,1,3.0,Personal
12990,33749,2017,Nissan,Rogue, Elmhurst, NY,0,1.0,Fleet
15905,36180,2017,Nissan,Rogue, Elizabeth, NJ,0,1.0,Personal
16045,29059,2019,Nissan,Altima, Hackensack, NJ,0,1.0,Personal
17972,60765,2017,Jeep,Grand Cherokee, Jersey City, NJ,0,2.0,Personal
11590,71651,2016,Ford,Fusion, New York, NY,0,3.0,Personal
24223,29012,2017,Lexus,NX, Larchmont, NY,0,1.0,Personal
19900,15950,2017,Nissan,Pathfinder, Kearny, NJ,0,1.0,Personal
44686,7587,2019,Audi,S4, Secaucus, NJ,0,1.0,Fleet
12681,36977,2016,Volkswagen,Passat, New York, NY,0,1.0,Personal
9900,63446,2016,Chrysler,200, Bayonne, NJ,0,1.0,Fleet
1995,197486,1998,Toyota,Camry, Staten Island, NY,1,3.0,Fleet
37781,18437,2017,Audi,A8, New York, NY,0,1.0,Fleet
21995,91165,2015,GMC,Sierra 1500, Newark, NJ,1,2.0,Personal
29498,12515,2019,Audi,A5, New York, NY,0,1.0,Fleet
21686,39029,2017,Audi,A4, Secaucus, NJ,1,1.0,Personal
8942,80186,2013,Volkswagen,Golf, Carlstadt, NJ,0,2.0,Personal
89901,27915,2017,Mercedes-Benz,G-Class, New York, NY,0,1.0,Personal
16496,83535,2013,BMW,X5, Jersey City, NJ,0,1.0,Personal
27399,12711,2017,BMW,X3, New York, NY,0,1.0,Personal
49995,6174,2019,Porsche,Macan, New York, NY,0,1.0,Personal
32686,7842,2019,Audi,A4, Secaucus, NJ,0,1.0,Personal
59995,30485,2017,Lexus,LX, New York, NY,0,1.0,Personal
10999,68438,2012,Toyota,RAV4, Union City, NJ,1,2.0,Fleet
17097,29767,2019,Ford,EcoSport, New York, NY,0,1.0,Personal
16397,32888,2019,Volkswagen,Passat, New York, NY,0,1.0,Personal
10995,65344,2011,Mazda,CX-9, Union City, NJ,0,1.0,Personal
11500,83750,2009,Mercedes-Benz,M-Class, Kearny, NJ,0,3.0,Personal
59995,35119,2017,Lexus,LX, New York, NY,0,1.0,Personal
16995,107311,2015,Honda,Pilot, Union City, NJ,1,1.0,Personal
36901,12083,2017,Mercedes-Benz,E-Class, New York, NY,0,1.0,Personal
3999,137510,2004,BMW,5 Series, Brooklyn, NY,0,4.0,Fleet
19990,45818,2017,Dodge,Charger, New York, NY,0,1.0,Personal
221500,5748,2020,McLaren,600LT, New York, NY,0,1.0,Personal
15990,27435,2017,Jeep,Patriot, New York, NY,0,1.0,Personal
188800,6563,2019,Lamborghini,Huracan, New York, NY,0,1.0,Personal
29895,21331,2016,Jeep,Wrangler, New York, NY,0,1.0,Personal
40861,3726,2020,Mercedes-Benz,C-Class, Paramus, NJ,0,1.0,Personal
39990,5743,2019,Lexus,RX, New York, NY,0,1.0,Personal
2499,131017,2006,Mitsubishi,Galant, Hasbrouck Heights, NJ,2,2.0,Personal
10990,63546,2013,Ford,Fusion, New York, NY,0,2.0,Personal
20490,45069,2018,Chrysler,Pacifica, Bronx, NY,0,1.0,Personal
8900,162445,2015,Honda,Crosstour, Belford, NJ,1,1.0,Personal
19888,14065,2017,Ford,Escape, Long Island City, NY,3,1.0,Personal
19999,41232,2007,Chevrolet,Corvette, Hasbrouck Heights, NJ,0,3.0,Personal
13881,39842,2019,Volkswagen,Jetta, New York, NY,0,1.0,Personal
15995,42733,2017,Ford,Escape, Hackensack, NJ,0,1.0,Fleet
17444,22417,2017,Honda,Accord, Tenafly, NJ,0,1.0,Personal
23590,33870,2017,Ford,Explorer, New York, NY,0,1.0,Fleet
22300,63166,2017,Jeep,Grand Cherokee, Hazlet, NJ,0,1.0,Personal
19881,23760,2019,Chevrolet,Express Passenger, Avenel, NJ,0,1.0,Fleet
3490,93281,2008,Chrysler,300, Riverdale, NJ,0,4.0,Fleet
8900,77126,2014,Chevrolet,Equinox, Bronx, NY,0,2.0,Personal
14799,23980,2017,Honda,Civic, Union, NJ,0,1.0,Personal
39901,30134,2017,Mercedes-Benz,GLC, New York, NY,0,1.0,Personal
17016,28335,2017,Honda,Accord, Brooklyn, NY,0,1.0,Personal
2995,137363,2007,Nissan,Sentra, Elmhurst, NY,0,3.0,Personal
3247,154991,2005,Honda,Civic, Verona, NJ,1,1.0,Personal
42994,4674,2020,BMW,3 Series, Morristown, NJ,0,1.0,Personal
25900,29973,2017,Cadillac,XT5, Florham Park, NJ,0,2.0,Personal
7995,108077,2009,Lexus,IS, Union, NJ,0,4.0,Fleet
39490,5635,2019,Lexus,RX, New York, NY,0,1.0,Personal
14886,52059,2015,Nissan,Pathfinder, Blauvelt, NY,0,3.0,Personal
12905,34587,2017,Honda,Accord, Elizabeth, NJ,1,1.0,Personal
19999,93016,2015,BMW,X5, Union City, NJ,0,2.0,Fleet
18995,90068,2014,BMW,X5, Brooklyn, NY,1,4.0,Fleet
24344,32099,2017,Lexus,ES, Englewood, NJ,0,1.0,Personal
16897,28319,2019,Mitsubishi,Outlander, Jersey City, NJ,0,1.0,Personal
30686,15276,2018,Audi,A5, Secaucus, NJ,0,1.0,Personal
8972,98629,2009,BMW,5 Series, Jersey City, NJ,1,2.0,Fleet
5999,143095,2013,Honda,Civic, Teterboro, NJ,2,2.0,Personal
18590,12293,2019,Toyota,Camry, New York, NY,0,1.0,Personal
20999,25805,2017,Toyota,RAV4, Brooklyn, NY,0,1.0,Personal
17900,21661,2018,Toyota,RAV4, North Plainfield, NJ,0,1.0,Personal
14900,26602,2017,Honda,Accord, Old Bridge, NJ,0,1.0,Personal
18900,13057,2019,Nissan,Rogue, Hillside, NJ,0,1.0,Personal
25888,9991,2018,Jeep,Grand Cherokee, Long Island City, NY,0,1.0,Fleet
19333,28631,2017,Honda,Civic, Tenafly, NJ,0,1.0,Personal
11900,82111,2007,Ford,Econoline Commercial Cutaway, Hasbrouck Heights, NJ,3,1.0,Personal
18990,25399,2019,Chevrolet,Impala, New York, NY,0,1.0,Personal
4995,143000,2006,Mercedes-Benz,M-Class, Staten Island, NY,0,6.0,Personal
32286,41418,2017,Audi,Q7, Secaucus, NJ,0,1.0,Personal
15999,32509,2017,Toyota,Camry, Brooklyn, NY,0,1.0,Personal
27136,27903,2017,Ford,Explorer, Keyport, NJ,0,1.0,Personal
19990,24502,2017,Ford,Edge, New York, NY,0,1.0,Fleet
18500,33839,2017,Ford,Escape, Butler, NJ,0,1.0,Fleet
18995,17234,2017,Honda,Accord, Edison, NJ,0,1.0,Personal
8995,72282,2013,Toyota,Venza, Ridgewood, NY,2,2.0,Fleet
4999,124334,2012,Scion,tC, Paterson, NJ,1,2.0,Personal
19459,11265,2015,Ford,Edge, Hackensack, NJ,0,1.0,Fleet
13448,46287,2018,Chevrolet,Malibu, Hillside, NJ,0,1.0,Personal
10900,38694,2018,Nissan,Sentra, Florham Park, NJ,0,1.0,Personal
18295,55152,2016,BMW,4 Series, Saddle Brook, NJ,0,1.0,Personal
10990,45094,2014,Volkswagen,Passat, New York, NY,0,3.0,Personal
11999,87201,2012,Mercedes-Benz,E-Class, Jamaica, NY,0,2.0,Personal
14000,33810,2017,Honda,Civic, Old Bridge, NJ,1,1.0,Personal
6995,113900,2013,Ford,Fusion, Garfield, NJ,0,3.0,Fleet
59901,11586,2017,Mercedes-Benz,GLE, New York, NY,0,1.0,Personal
26949,18820,2017,Volvo,XC60, New York, NY,0,1.0,Personal
6677,100267,2009,Subaru,Impreza, Bloomfield, NJ,0,2.0,Fleet
80995,26738,2017,Porsche,911, New York, NY,0,1.0,Personal
9942,85687,2013,Ford,Fusion, Carlstadt, NJ,0,3.0,Fleet
24995,119125,2012,Jeep,Grand Cherokee, Newark, NJ,1,5.0,Personal
5499,128559,2010,Mitsubishi,Lancer, Union City, NJ,0,4.0,Personal
62901,27112,2017,Mercedes-Benz,S-Class, New York, NY,0,1.0,Personal
36798,6715,2020,Volvo,V60 Cross Country, New York, NY,0,1.0,Personal
14542,20132,2015,Honda,Accord, Carlstadt, NJ,0,2.0,Personal
83806,8245,2016,Mercedes-Benz,AMG GT, New York, NY,0,2.0,Personal
38286,5386,2019,Audi,A5, Secaucus, NJ,0,1.0,Personal
17995,64155,2015,BMW,4 Series, Newark, NJ,0,1.0,Fleet
116901,37568,2018,Mercedes-Benz,S-Class, New York, NY,0,1.0,Personal
9990,93406,2016,Ford,Transit Connect Wagon, Newark, NJ,0,1.0,Fleet
20398,32266,2019,Toyota,Camry, Brooklyn, NY,0,1.0,Personal
21995,48892,2017,Mercedes-Benz,C-Class, Union City, NJ,0,1.0,Personal
49901,26759,2017,Mercedes-Benz,GLS, New York, NY,0,1.0,Personal
20498,30278,2019,Toyota,Camry, Brooklyn, NY,0,1.0,Personal
22995,70937,2016,Mercedes-Benz,GLC, Union City, NJ,0,2.0,Personal
8900,36542,2017,Hyundai,Elantra, Hillside, NJ,2,1.0,Personal
7495,118378,2008,Subaru,Tribeca, Bayonne, NJ,0,2.0,Personal
16995,58515,2011,Mercedes-Benz,GL, Bayonne, NJ,0,3.0,Fleet
34727,34937,2018,Volvo,XC60, New York, NY,0,1.0,Personal
105995,2932,2017,Porsche,911, New York, NY,0,1.0,Personal
15985,85220,2016,Mazda,CX-5, Union City, NJ,0,2.0,Personal
17900,62074,2015,Hyundai,Genesis, Kearny, NJ,0,2.0,Fleet
26895,29989,2017,Jeep,Grand Cherokee, New York, NY,0,1.0,Personal
22999,30982,2016,Mercedes-Benz,GLA, Union City, NJ,0,2.0,Fleet
26990,30898,2017,Jeep,Grand Cherokee, New York, NY,0,1.0,Personal
17995,90750,2018,Honda,Accord, Long Island City, NY,0,1.0,Personal
105995,15470,2008,Bentley,Azure, New York, NY,0,4.0,Personal
7899,97039,2013,Ford,Taurus, Newark, NJ,1,2.0,Personal
9472,106391,2009,Lincoln,Town Car, Jersey City, NJ,0,2.0,Personal
6495,90991,2014,Volkswagen,Passat, Newark, NJ,2,2.0,Personal
21895,14392,2016,Jeep,Grand Cherokee, New York, NY,0,1.0,Personal
27505,28449,2017,Volvo,S90, New York, NY,0,1.0,Personal
12999,49451,2015,Honda,Civic, Union City, NJ,0,2.0,Fleet
10500,115967,2007,Mercedes-Benz,S-Class, Long Island City, NY,0,5.0,Fleet
39995,22501,2019,Volvo,XC90, New York, NY,0,1.0,Personal
17697,18236,2019,Mitsubishi,Outlander, New York, NY,0,1.0,Personal
12999,77828,2016,Honda,Odyssey, Newark, NJ,0,1.0,Personal
7500,88915,2009,BMW,3 Series, Kearny, NJ,1,4.0,Personal
13995,65538,2011,BMW,X3, Union City, NJ,0,2.0,Personal
36900,34069,2018,Volvo,XC90, New York, NY,0,1.0,Personal
89901,487,2019,Mercedes-Benz,C-Class, New York, NY,0,1.0,Personal
5399,149989,2009,BMW,3 Series, Brooklyn, NY,3,3.0,Personal
20999,25805,2017,Toyota,RAV4, Brooklyn, NY,0,1.0,Personal
18988,39316,2017,Honda,Accord, Bloomfield, NJ,0,2.0,Personal
38901,12925,2017,Mercedes-Benz,E-Class, New York, NY,0,1.0,Personal
19999,22214,2017,Subaru,Forester, Bloomfield, NJ,0,1.0,Personal
9999,41310,2016,Ford,Focus, Brooklyn, NY,0,1.0,Personal
14995,54326,2015,Honda,Accord, Union City, NJ,0,2.0,Personal
15999,32509,2017,Toyota,Camry, Brooklyn, NY,0,1.0,Personal
13495,98393,2014,Ford,Explorer, Newark, NJ,0,3.0,Personal
13942,62542,2015,Ford,Mustang, Carlstadt, NJ,0,4.0,Fleet
16656,80248,2010,Mercedes-Benz,S-Class, Bloomfield, NJ,1,3.0,Fleet
6742,62616,2014,Volkswagen,Jetta, Carlstadt, NJ,0,3.0,Personal
26497,24759,2019,Ford,Flex, New York, NY,0,1.0,Personal
20398,30895,2019,Toyota,Camry, Brooklyn, NY,0,1.0,Personal
15999,78173,2015,BMW,5 Series, Union City, NJ,0,3.0,Fleet
22990,44737,2017,Ford,Explorer, New York, NY,0,2.0,Personal
28987,33850,2017,Lexus,RX, Larchmont, NY,0,1.0,Personal
4800,160150,2007,Ford,Econoline Cargo Van, Elmhurst, NY,1,3.0,Fleet
15895,8701,2017,Honda,Civic, Paramus, NJ,0,1.0,Personal
8599,160446,2007,Dodge,Ram 3500, Garfield, NJ,0,2.0,Personal
2699,136196,2010,Chevrolet,Impala, Garfield, NJ,0,4.0,Personal
8999,139907,2006,Dodge,Ram 2500, Garfield, NJ,1,1.0,Personal
14495,31014,2019,Hyundai,Tucson, Bayonne, NJ,0,1.0,Personal
7799,105097,2009,Lexus,ES, Hasbrouck Heights, NJ,2,3.0,Personal
24891,22502,2017,Lexus,ES, Larchmont, NY,0,1.0,Personal
17500,31671,2019,Toyota,Camry, Hillside, NJ,1,1.0,Personal
25900,26533,2019,Dodge,Charger, Rahway, NJ,0,1.0,Personal
9495,111121,2010,Ford,F-150, Newark, NJ,0,3.0,Personal
24995,18416,2017,Lexus,ES, Ramsey, NJ,0,1.0,Personal
30447,23171,2017,Lexus,RX, Larchmont, NY,0,1.0,Personal
12995,29629,2017,Ford,Fusion, Brooklyn, NY,1,1.0,Personal
72495,19457,2017,Mercedes-Benz,GLE, Union, NJ,0,1.0,Personal
13988,37119,2018,Nissan,Altima, Yonkers, NY,0,1.0,Personal
7965,111407,2016,Ford,Fusion, Vauxhall, NJ,0,2.0,Personal
16225,45432,2017,Nissan,Rogue, Hackensack, NJ,0,1.0,Personal
12785,32398,2017,Honda,Civic, Elmont, NY,0,1.0,Fleet
14900,37191,2019,Ford,Fusion, Hillside, NJ,0,1.0,Personal
24391,58351,2017,Jeep,Grand Cherokee, Little Ferry, NJ,1,2.0,Personal
21590,54791,2017,Ford,Explorer, New York, NY,0,2.0,Fleet
23759,35425,2017,Lexus,ES, Ramsey, NJ,0,1.0,Personal
18999,40390,2017,Lincoln,MKC, Englewood, NJ,0,2.0,Personal
10995,129982,2017,Kia,Optima, Newark, NJ,0,1.0,Personal
10590,48617,2013,Volkswagen,Passat, New York, NY,0,4.0,Personal
14990,21732,2017,Ford,Fusion, New York, NY,0,2.0,Personal
8973,101516,2011,Volvo,C70, Jersey City, NJ,0,3.0,Personal
17495,11306,2019,Toyota,Camry, Long Island City, NY,1,1.0,Fleet
11590,58591,2014,Volkswagen,Passat, New York, NY,0,4.0,Personal
12995,47442,2017,Hyundai,Sonata, Union City, NJ,0,1.0,Personal
13490,36875,2017,Honda,Civic, Elmwood Park, NJ,0,2.0,Personal
12590,28589,2014,Volkswagen,Passat, New York, NY,0,3.0,Personal
15590,35531,2017,Chevrolet,Equinox, New York, NY,0,1.0,Personal
3972,133186,2010,Kia,Forte, Jersey City, NJ,0,2.0,Personal
15297,24433,2019,Kia,Soul, Jersey City, NJ,0,1.0,Personal
20990,33684,2017,Jeep,Grand Cherokee, New York, NY,0,1.0,Fleet
10988,40525,2017,Nissan,Sentra, Long Island City, NY,0,2.0,Personal
41461,4677,2020,Mercedes-Benz,GLC, Paramus, NJ,0,1.0,Personal
40671,3872,2020,Mercedes-Benz,C-Class, Paramus, NJ,0,1.0,Personal
5800,112908,2010,Ford,Transit Connect Van, Elmhurst, NY,0,6.0,Personal
11888,15323,2019,Nissan,Sentra, Jamaica, NY,0,1.0,Personal
13881,31974,2017,Honda,Accord, Avenel, NJ,0,1.0,Personal
26990,17313,2019,Cadillac,XTS, New York, NY,0,1.0,Personal
39990,7686,2019,Lexus,RX, New York, NY,0,1.0,Personal
31686,26739,2017,Audi,S3, Secaucus, NJ,0,1.0,Personal
11495,100098,2014,Ford,Explorer, Elizabeth, NJ,0,1.0,Personal
25495,32369,2017,Ford,Explorer, Hackensack, NJ,0,1.0,Personal
9995,80898,2011,Audi,Q5, Saddle Brook, NJ,0,3.0,Personal
13990,29910,2017,Ford,Fusion, New York, NY,0,1.0,Personal
15490,46024,2017,Ford,Escape, Watchung, NJ,0,1.0,Personal
15208,29879,2017,Toyota,Camry, Hillside, NJ,0,1.0,Personal
8895,124095,2013,Acura,ILX, Verona, NJ,0,1.0,Personal
12999,63718,2014,Mercedes-Benz,CLA, Brooklyn, NY,0,3.0,Personal
12980,12395,2017,Honda,Civic, Avenel, NJ,1,1.0,Personal
33994,4803,2020,BMW,X2, Morristown, NJ,0,1.0,Personal
18598,19708,2017,Toyota,RAV4, Valley Stream, NY,1,1.0,Personal
18500,20000,2019,Jeep,Compass, Bayonne, NJ,0,2.0,Fleet
20500,17258,2017,Toyota,RAV4, Bronx, NY,0,1.0,Personal
28945,48486,2016,Mercedes-Benz,Sprinter Passenger Van, Hasbrouck Heights, NJ,0,1.0,Personal
33286,4361,2019,Audi,A4, Secaucus, NJ,0,1.0,Personal
15295,33115,2017,Honda,Accord, Union, NJ,0,1.0,Personal
25404,29907,2017,Jeep,Grand Cherokee, Hazlet, NJ,0,1.0,Personal
20990,36300,2017,Jeep,Grand Cherokee, New York, NY,0,1.0,Personal
17995,69162,2017,BMW,X3, Colonia, NJ,0,1.0,Personal
12990,22239,2017,Chevrolet,Cruze, New York, NY,0,1.0,Personal
40990,9079,2019,Lexus,RX, New York, NY,0,1.0,Personal
10993,43109,2018,Kia,Soul, Jamaica, NY,0,1.0,Personal
8995,163331,2012,Ford,Econoline Wagon, Ridgewood, NY,0,2.0,Personal
9495,89362,2011,GMC,Acadia, Middletown, NJ,2,4.0,Personal
17995,68129,2017,BMW,3 Series, Hasbrouck Heights, NJ,0,2.0,Personal
10590,54130,2013,Volkswagen,Passat, New York, NY,0,1.0,Personal
19750,43672,2017,Audi,Q5, Avenel, NJ,0,1.0,Personal
16100,21000,2017,Honda,Accord, Old Bridge, NJ,0,1.0,Personal
11995,97465,2012,Jeep,Grand Cherokee, Newark, NJ,0,2.0,Personal
11999,103255,2017,Ram,1500, Brooklyn, NY,0,1.0,Personal
11495,42308,2018,Nissan,Altima, Bayonne, NJ,0,1.0,Personal
3581,88288,2001,Chevrolet,S-10, New York, NY,0,5.0,Personal
12489,54794,2017,Nissan,Rogue, Long Island City, NY,0,1.0,Personal
10990,53417,2014,Volkswagen,Passat, New York, NY,0,3.0,Personal
2699,167012,2005,Chevrolet,Trailblazer, Garfield, NJ,0,2.0,Personal
28886,29380,2018,Audi,Q5, Secaucus, NJ,0,2.0,Personal
23599,25055,2017,Lexus,ES, Ramsey, NJ,1,1.0,Personal
16942,59871,2017,Chevrolet,Traverse, Carlstadt, NJ,2,2.0,Personal
9949,44916,2015,Kia,Optima, Yonkers, NY,0,3.0,Personal
7995,83912,2014,Volkswagen,Passat, Union, NJ,1,1.0,Personal
32788,10791,2017,Jeep,Wrangler, Bayside, NY,0,2.0,Personal
3995,122327,2008,Chrysler,Town & Country, Elmhurst, NY,3,5.0,Personal
35939,41154,2018,Mercedes-Benz,GLE, Englewood, NJ,0,1.0,Personal
9900,140075,2013,Ford,Econoline Wagon, Hillside, NJ,0,2.0,Personal
15988,41803,2016,Nissan,Rogue, Bloomfield, NJ,0,1.0,Fleet
6995,117212,2012,Chevrolet,Traverse, Saddle Brook, NJ,0,2.0,Personal
10575,81449,2015,Chevrolet,Equinox, Keyport, NJ,0,1.0,Personal
19998,18642,2017,Toyota,RAV4, Brooklyn, NY,0,1.0,Personal
12150,72513,2013,Mercedes-Benz,GLK, Avenel, NJ,0,2.0,Personal
13350,58708,2017,Nissan,Rogue, Bronx, NY,0,1.0,Personal
15795,11824,2017,Honda,Civic, Paramus, NJ,0,1.0,Personal
11898,57658,2017,Nissan,Rogue, Yonkers, NY,1,2.0,Fleet
6899,177602,2008,Toyota,Tundra, Garfield, NJ,0,1.0,Personal
17590,25422,2018,Chevrolet,Equinox, New York, NY,0,1.0,Personal
5450,158210,2004,Chevrolet,Tahoe, Brooklyn, NY,1,6.0,Personal
26000,22500,2017,Ford,Explorer, Butler, NJ,0,1.0,Personal
40495,7012,2019,Lexus,RX, New York, NY,0,1.0,Personal
47415,30654,2019,Ford,Expedition, Hasbrouck Heights, NJ,0,1.0,Personal
15900,31442,2017,Chevrolet,Malibu, Forest Hills, NY,1,1.0,Personal
12995,29723,2017,Nissan,Rogue, Long Island City, NY,1,1.0,Personal
4995,166228,2009,Jeep,Liberty, Garfield, NJ,0,3.0,Personal
29990,30808,2019,Ram,1500, New York, NY,0,1.0,Personal
18310,32199,2019,Nissan,Rogue, Jersey City, NJ,0,1.0,Personal
19871,24609,2017,Chevrolet,Equinox, Hawthorne, NJ,0,1.0,Personal
29995,51697,2017,BMW,X5, Teterboro, NJ,0,1.0,Personal
19990,30653,2017,Subaru,WRX, Elmhurst, NY,0,1.0,Personal
21990,42375,2017,Ford,Explorer, New York, NY,0,1.0,Personal
19750,27692,2017,Mercedes-Benz,C-Class, Avenel, NJ,1,1.0,Personal
35995,4507,2020,Land,Rover Discovery Sport, Edison, NJ,0,1.0,Personal
15900,27651,2016,Mazda,CX-5, Wayne, NJ,0,2.0,Personal
4995,128427,2009,Toyota,Camry, Lodi, NJ,3,7.0,Personal
48500,29090,2015,Maserati,GranTurismo, New York, NY,0,2.0,Personal
14905,29103,2017,Acura,TLX, Elizabeth, NJ,1,1.0,Personal
12995,34451,2017,Honda,Civic, Elizabeth, NJ,0,2.0,Personal
12891,40860,2017,Nissan,Rogue, Long Island City, NY,0,1.0,Personal
9500,40823,2016,Kia,Soul, Hillside, NJ,1,1.0,Personal
38392,5819,2019,Audi,A5, Secaucus, NJ,1,1.0,Personal
35801,16482,2017,Mercedes-Benz,GLC, New York, NY,0,1.0,Personal
16998,32065,2017,Volvo,S60, Hasbrouck Heights, NJ,0,1.0,Personal
13995,6797,2019,Mitsubishi,Outlander Sport, Newark, NJ,1,1.0,Fleet
74901,19319,2019,Mercedes-Benz,GLS, New York, NY,0,1.0,Personal
19999,52047,2016,Ford,Explorer, Union City, NJ,0,2.0,Fleet
14542,61060,2016,Volvo,XC60, Carlstadt, NJ,0,1.0,Personal
10998,87749,2014,Honda,CR-V, Hasbrouck Heights, NJ,0,1.0,Personal
9900,9304,2019,Ford,Fiesta, Hillside, NJ,0,1.0,Personal
31998,19181,2018,Volvo,S90, New York, NY,0,1.0,Personal
9500,37153,2018,Ford,Focus, Hillside, NJ,1,2.0,Personal
21249,23235,2019,Hyundai,Santa Fe, Bloomfield, NJ,1,1.0,Personal
67995,7396,2019,Porsche,Cayenne, New York, NY,0,1.0,Personal
14242,11271,2019,Toyota,Corolla, Carlstadt, NJ,1,1.0,Personal
19888,14065,2017,Ford,Escape, Long Island City, NY,3,1.0,Personal
19905,33345,2018,Ford,Explorer, Elizabeth, NJ,1,1.0,Personal
19477,39654,2017,Subaru,Forester, Bloomfield, NJ,0,1.0,Personal
68999,27421,2015,Nissan,GT-R, Staten Island, NY,0,2.0,Personal
11495,100098,2014,Ford,Explorer, Elizabeth, NJ,0,1.0,Personal
230995,9929,2019,Lamborghini,Urus, New York, NY,0,1.0,Personal
4500,149999,2008,Volkswagen,Jetta, Kearny, NJ,0,4.0,Personal
40995,20488,2018,Porsche,Macan, New York, NY,0,1.0,Personal
22972,115437,2015,BMW,4 Series, Jersey City, NJ,0,3.0,Personal
39986,6540,2019,Audi,A5, Secaucus, NJ,0,1.0,Personal
17800,92613,2013,Subaru,Impreza WRX, Jersey City, NJ,0,1.0,Personal
16942,65372,2017,Mercedes-Benz,Metris Passenger Van, Carlstadt, NJ,0,1.0,Personal
35998,15794,2017,Volvo,XC90, New York, NY,0,1.0,Personal
11599,115458,2011,Jeep,Grand Cherokee, Union City, NJ,0,3.0,Personal
