price,millage,location,year,make,model,city,state,accidents,owners,use,name
39490,5635,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
14886,52059,"Blauvelt,  NY",2015,Nissan,Pathfinder,Blauvelt, NY,0,3.0,Personal,Nissan Pathfinder
12905,34587,"Elizabeth,  NJ",2017,Honda,Accord,Elizabeth, NJ,1,1.0,Personal,Honda Accord
19999,93016,"Union City,  NJ",2015,BMW,X5,Union City, NJ,0,2.0,Fleet,BMW X5
18995,90068,"Brooklyn,  NY",2014,BMW,X5,Brooklyn, NY,1,4.0,Fleet,BMW X5
24344,32099,"Englewood,  NJ",2017,Lexus,ES,Englewood, NJ,0,1.0,Personal,Lexus ES
16897,28319,"Jersey City,  NJ",2019,Mitsubishi,Outlander,Jersey City, NJ,0,1.0,Personal,Mitsubishi Outlander
30686,15276,"Secaucus,  NJ",2018,Audi,A5,Secaucus, NJ,0,1.0,Personal,Audi A5
8972,98629,"Jersey City,  NJ",2009,BMW,5 Series,Jersey City, NJ,1,2.0,Fleet,BMW 5 Series
5999,143095,"Teterboro,  NJ",2013,Honda,Civic,Teterboro, NJ,2,2.0,Personal,Honda Civic
18590,12293,"New York,  NY",2019,Toyota,Camry,New York, NY,0,1.0,Personal,Toyota Camry
20999,25805,"Brooklyn,  NY",2017,Toyota,RAV4,Brooklyn, NY,0,1.0,Personal,Toyota RAV4
17900,21661,"North Plainfield,  NJ",2018,Toyota,RAV4,North Plainfield, NJ,0,1.0,Personal,Toyota RAV4
14900,26602,"Old Bridge,  NJ",2017,Honda,Accord,Old Bridge, NJ,0,1.0,Personal,Honda Accord
18900,13057,"Hillside,  NJ",2019,Nissan,Rogue,Hillside, NJ,0,1.0,Personal,Nissan Rogue
25888,9991,"Long Island City,  NY",2018,Jeep,Grand Cherokee,Long Island City, NY,0,1.0,Fleet,Jeep Grand Cherokee
19333,28631,"Tenafly,  NJ",2017,Honda,Civic,Tenafly, NJ,0,1.0,Personal,Honda Civic
11900,82111,"Hasbrouck Heights,  NJ",2007,Ford,Econoline Commercial Cutaway,Hasbrouck Heights, NJ,3,1.0,Personal,Ford Econoline Commercial Cutaway
18990,25399,"New York,  NY",2019,Chevrolet,Impala,New York, NY,0,1.0,Personal,Chevrolet Impala
4995,143000,"Staten Island,  NY",2006,Mercedes-Benz,M-Class,Staten Island, NY,0,6.0,Personal,Mercedes-Benz M-Class
32286,41418,"Secaucus,  NJ",2017,Audi,Q7,Secaucus, NJ,0,1.0,Personal,Audi Q7
15999,32509,"Brooklyn,  NY",2017,Toyota,Camry,Brooklyn, NY,0,1.0,Personal,Toyota Camry
27136,27903,"Keyport,  NJ",2017,Ford,Explorer,Keyport, NJ,0,1.0,Personal,Ford Explorer
19990,24502,"New York,  NY",2017,Ford,Edge,New York, NY,0,1.0,Fleet,Ford Edge
18500,33839,"Butler,  NJ",2017,Ford,Escape,Butler, NJ,0,1.0,Fleet,Ford Escape
18995,17234,"Edison,  NJ",2017,Honda,Accord,Edison, NJ,0,1.0,Personal,Honda Accord
8995,72282,"Ridgewood,  NY",2013,Toyota,Venza,Ridgewood, NY,2,2.0,Fleet,Toyota Venza
4999,124334,"Paterson,  NJ",2012,Scion,tC,Paterson, NJ,1,2.0,Personal,Scion tC
19459,11265,"Hackensack,  NJ",2015,Ford,Edge,Hackensack, NJ,0,1.0,Fleet,Ford Edge
13448,46287,"Hillside,  NJ",2018,Chevrolet,Malibu,Hillside, NJ,0,1.0,Personal,Chevrolet Malibu
10900,38694,"Florham Park,  NJ",2018,Nissan,Sentra,Florham Park, NJ,0,1.0,Personal,Nissan Sentra
18295,55152,"Saddle Brook,  NJ",2016,BMW,4 Series,Saddle Brook, NJ,0,1.0,Personal,BMW 4 Series
10990,45094,"New York,  NY",2014,Volkswagen,Passat,New York, NY,0,3.0,Personal,Volkswagen Passat
11999,87201,"Jamaica,  NY",2012,Mercedes-Benz,E-Class,Jamaica, NY,0,2.0,Personal,Mercedes-Benz E-Class
14000,33810,"Old Bridge,  NJ",2017,Honda,Civic,Old Bridge, NJ,1,1.0,Personal,Honda Civic
6995,113900,"Garfield,  NJ",2013,Ford,Fusion,Garfield, NJ,0,3.0,Fleet,Ford Fusion
59901,11586,"New York,  NY",2017,Mercedes-Benz,GLE,New York, NY,0,1.0,Personal,Mercedes-Benz GLE
26949,18820,"New York,  NY",2017,Volvo,XC60,New York, NY,0,1.0,Personal,Volvo XC60
6677,100267,"Bloomfield,  NJ",2009,Subaru,Impreza,Bloomfield, NJ,0,2.0,Fleet,Subaru Impreza
80995,26738,"New York,  NY",2017,Porsche,911,New York, NY,0,1.0,Personal,Porsche 911
9942,85687,"Carlstadt,  NJ",2013,Ford,Fusion,Carlstadt, NJ,0,3.0,Fleet,Ford Fusion
24995,119125,"Newark,  NJ",2012,Jeep,Grand Cherokee,Newark, NJ,1,5.0,Personal,Jeep Grand Cherokee
5499,128559,"Union City,  NJ",2010,Mitsubishi,Lancer,Union City, NJ,0,4.0,Personal,Mitsubishi Lancer
62901,27112,"New York,  NY",2017,Mercedes-Benz,S-Class,New York, NY,0,1.0,Personal,Mercedes-Benz S-Class
36798,6715,"New York,  NY",2020,Volvo,V60 Cross Country,New York, NY,0,1.0,Personal,Volvo V60 Cross Country
14542,20132,"Carlstadt,  NJ",2015,Honda,Accord,Carlstadt, NJ,0,2.0,Personal,Honda Accord
83806,8245,"New York,  NY",2016,Mercedes-Benz,AMG GT,New York, NY,0,2.0,Personal,Mercedes-Benz AMG GT
38286,5386,"Secaucus,  NJ",2019,Audi,A5,Secaucus, NJ,0,1.0,Personal,Audi A5
17995,64155,"Newark,  NJ",2015,BMW,4 Series,Newark, NJ,0,1.0,Fleet,BMW 4 Series
116901,37568,"New York,  NY",2018,Mercedes-Benz,S-Class,New York, NY,0,1.0,Personal,Mercedes-Benz S-Class
9990,93406,"Newark,  NJ",2016,Ford,Transit Connect Wagon,Newark, NJ,0,1.0,Fleet,Ford Transit Connect Wagon
20398,32266,"Brooklyn,  NY",2019,Toyota,Camry,Brooklyn, NY,0,1.0,Personal,Toyota Camry
21995,48892,"Union City,  NJ",2017,Mercedes-Benz,C-Class,Union City, NJ,0,1.0,Personal,Mercedes-Benz C-Class
49901,26759,"New York,  NY",2017,Mercedes-Benz,GLS,New York, NY,0,1.0,Personal,Mercedes-Benz GLS
20498,30278,"Brooklyn,  NY",2019,Toyota,Camry,Brooklyn, NY,0,1.0,Personal,Toyota Camry
22995,70937,"Union City,  NJ",2016,Mercedes-Benz,GLC,Union City, NJ,0,2.0,Personal,Mercedes-Benz GLC
8900,36542,"Hillside,  NJ",2017,Hyundai,Elantra,Hillside, NJ,2,1.0,Personal,Hyundai Elantra
7495,118378,"Bayonne,  NJ",2008,Subaru,Tribeca,Bayonne, NJ,0,2.0,Personal,Subaru Tribeca
16995,58515,"Bayonne,  NJ",2011,Mercedes-Benz,GL,Bayonne, NJ,0,3.0,Fleet,Mercedes-Benz GL
34727,34937,"New York,  NY",2018,Volvo,XC60,New York, NY,0,1.0,Personal,Volvo XC60
105995,2932,"New York,  NY",2017,Porsche,911,New York, NY,0,1.0,Personal,Porsche 911
15985,85220,"Union City,  NJ",2016,Mazda,CX-5,Union City, NJ,0,2.0,Personal,Mazda CX-5
17900,62074,"Kearny,  NJ",2015,Hyundai,Genesis,Kearny, NJ,0,2.0,Fleet,Hyundai Genesis
26895,29989,"New York,  NY",2017,Jeep,Grand Cherokee,New York, NY,0,1.0,Personal,Jeep Grand Cherokee
22999,30982,"Union City,  NJ",2016,Mercedes-Benz,GLA,Union City, NJ,0,2.0,Fleet,Mercedes-Benz GLA
26990,30898,"New York,  NY",2017,Jeep,Grand Cherokee,New York, NY,0,1.0,Personal,Jeep Grand Cherokee
17995,90750,"Long Island City,  NY",2018,Honda,Accord,Long Island City, NY,0,1.0,Personal,Honda Accord
105995,15470,"New York,  NY",2008,Bentley,Azure,New York, NY,0,4.0,Personal,Bentley Azure
7899,97039,"Newark,  NJ",2013,Ford,Taurus,Newark, NJ,1,2.0,Personal,Ford Taurus
9472,106391,"Jersey City,  NJ",2009,Lincoln,Town Car,Jersey City, NJ,0,2.0,Personal,Lincoln Town Car
6495,90991,"Newark,  NJ",2014,Volkswagen,Passat,Newark, NJ,2,2.0,Personal,Volkswagen Passat
21895,14392,"New York,  NY",2016,Jeep,Grand Cherokee,New York, NY,0,1.0,Personal,Jeep Grand Cherokee
27505,28449,"New York,  NY",2017,Volvo,S90,New York, NY,0,1.0,Personal,Volvo S90
12999,49451,"Union City,  NJ",2015,Honda,Civic,Union City, NJ,0,2.0,Fleet,Honda Civic
10500,115967,"Long Island City,  NY",2007,Mercedes-Benz,S-Class,Long Island City, NY,0,5.0,Fleet,Mercedes-Benz S-Class
39995,22501,"New York,  NY",2019,Volvo,XC90,New York, NY,0,1.0,Personal,Volvo XC90
17697,18236,"New York,  NY",2019,Mitsubishi,Outlander,New York, NY,0,1.0,Personal,Mitsubishi Outlander
12999,77828,"Newark,  NJ",2016,Honda,Odyssey,Newark, NJ,0,1.0,Personal,Honda Odyssey
7500,88915,"Kearny,  NJ",2009,BMW,3 Series,Kearny, NJ,1,4.0,Personal,BMW 3 Series
13995,65538,"Union City,  NJ",2011,BMW,X3,Union City, NJ,0,2.0,Personal,BMW X3
36900,34069,"New York,  NY",2018,Volvo,XC90,New York, NY,0,1.0,Personal,Volvo XC90
89901,487,"New York,  NY",2019,Mercedes-Benz,C-Class,New York, NY,0,1.0,Personal,Mercedes-Benz C-Class
5399,149989,"Brooklyn,  NY",2009,BMW,3 Series,Brooklyn, NY,3,3.0,Personal,BMW 3 Series
20999,25805,"Brooklyn,  NY",2017,Toyota,RAV4,Brooklyn, NY,0,1.0,Personal,Toyota RAV4
18988,39316,"Bloomfield,  NJ",2017,Honda,Accord,Bloomfield, NJ,0,2.0,Personal,Honda Accord
38901,12925,"New York,  NY",2017,Mercedes-Benz,E-Class,New York, NY,0,1.0,Personal,Mercedes-Benz E-Class
19999,22214,"Bloomfield,  NJ",2017,Subaru,Forester,Bloomfield, NJ,0,1.0,Personal,Subaru Forester
9999,41310,"Brooklyn,  NY",2016,Ford,Focus,Brooklyn, NY,0,1.0,Personal,Ford Focus
14995,54326,"Union City,  NJ",2015,Honda,Accord,Union City, NJ,0,2.0,Personal,Honda Accord
15999,32509,"Brooklyn,  NY",2017,Toyota,Camry,Brooklyn, NY,0,1.0,Personal,Toyota Camry
13495,98393,"Newark,  NJ",2014,Ford,Explorer,Newark, NJ,0,3.0,Personal,Ford Explorer
13942,62542,"Carlstadt,  NJ",2015,Ford,Mustang,Carlstadt, NJ,0,4.0,Fleet,Ford Mustang
16656,80248,"Bloomfield,  NJ",2010,Mercedes-Benz,S-Class,Bloomfield, NJ,1,3.0,Fleet,Mercedes-Benz S-Class
6742,62616,"Carlstadt,  NJ",2014,Volkswagen,Jetta,Carlstadt, NJ,0,3.0,Personal,Volkswagen Jetta
26497,24759,"New York,  NY",2019,Ford,Flex,New York, NY,0,1.0,Personal,Ford Flex
20398,30895,"Brooklyn,  NY",2019,Toyota,Camry,Brooklyn, NY,0,1.0,Personal,Toyota Camry
15999,78173,"Union City,  NJ",2015,BMW,5 Series,Union City, NJ,0,3.0,Fleet,BMW 5 Series
22990,44737,"New York,  NY",2017,Ford,Explorer,New York, NY,0,2.0,Personal,Ford Explorer
28987,33850,"Larchmont,  NY",2017,Lexus,RX,Larchmont, NY,0,1.0,Personal,Lexus RX
4800,160150,"Elmhurst,  NY",2007,Ford,Econoline Cargo Van,Elmhurst, NY,1,3.0,Fleet,Ford Econoline Cargo Van
15895,8701,"Paramus,  NJ",2017,Honda,Civic,Paramus, NJ,0,1.0,Personal,Honda Civic
8599,160446,"Garfield,  NJ",2007,Dodge,Ram 3500,Garfield, NJ,0,2.0,Personal,Dodge Ram 3500
2699,136196,"Garfield,  NJ",2010,Chevrolet,Impala,Garfield, NJ,0,4.0,Personal,Chevrolet Impala
8999,139907,"Garfield,  NJ",2006,Dodge,Ram 2500,Garfield, NJ,1,1.0,Personal,Dodge Ram 2500
14495,31014,"Bayonne,  NJ",2019,Hyundai,Tucson,Bayonne, NJ,0,1.0,Personal,Hyundai Tucson
7799,105097,"Hasbrouck Heights,  NJ",2009,Lexus,ES,Hasbrouck Heights, NJ,2,3.0,Personal,Lexus ES
24891,22502,"Larchmont,  NY",2017,Lexus,ES,Larchmont, NY,0,1.0,Personal,Lexus ES
17500,31671,"Hillside,  NJ",2019,Toyota,Camry,Hillside, NJ,1,1.0,Personal,Toyota Camry
25900,26533,"Rahway,  NJ",2019,Dodge,Charger,Rahway, NJ,0,1.0,Personal,Dodge Charger
9495,111121,"Newark,  NJ",2010,Ford,F-150,Newark, NJ,0,3.0,Personal,Ford F-150
24995,18416,"Ramsey,  NJ",2017,Lexus,ES,Ramsey, NJ,0,1.0,Personal,Lexus ES
30447,23171,"Larchmont,  NY",2017,Lexus,RX,Larchmont, NY,0,1.0,Personal,Lexus RX
12995,29629,"Brooklyn,  NY",2017,Ford,Fusion,Brooklyn, NY,1,1.0,Personal,Ford Fusion
72495,19457,"Union,  NJ",2017,Mercedes-Benz,GLE,Union, NJ,0,1.0,Personal,Mercedes-Benz GLE
13988,37119,"Yonkers,  NY",2018,Nissan,Altima,Yonkers, NY,0,1.0,Personal,Nissan Altima
7965,111407,"Vauxhall,  NJ",2016,Ford,Fusion,Vauxhall, NJ,0,2.0,Personal,Ford Fusion
16225,45432,"Hackensack,  NJ",2017,Nissan,Rogue,Hackensack, NJ,0,1.0,Personal,Nissan Rogue
12785,32398,"Elmont,  NY",2017,Honda,Civic,Elmont, NY,0,1.0,Fleet,Honda Civic
14900,37191,"Hillside,  NJ",2019,Ford,Fusion,Hillside, NJ,0,1.0,Personal,Ford Fusion
24391,58351,"Little Ferry,  NJ",2017,Jeep,Grand Cherokee,Little Ferry, NJ,1,2.0,Personal,Jeep Grand Cherokee
21590,54791,"New York,  NY",2017,Ford,Explorer,New York, NY,0,2.0,Fleet,Ford Explorer
23759,35425,"Ramsey,  NJ",2017,Lexus,ES,Ramsey, NJ,0,1.0,Personal,Lexus ES
18999,40390,"Englewood,  NJ",2017,Lincoln,MKC,Englewood, NJ,0,2.0,Personal,Lincoln MKC
10995,129982,"Newark,  NJ",2017,Kia,Optima,Newark, NJ,0,1.0,Personal,Kia Optima
10590,48617,"New York,  NY",2013,Volkswagen,Passat,New York, NY,0,4.0,Personal,Volkswagen Passat
14990,21732,"New York,  NY",2017,Ford,Fusion,New York, NY,0,2.0,Personal,Ford Fusion
8973,101516,"Jersey City,  NJ",2011,Volvo,C70,Jersey City, NJ,0,3.0,Personal,Volvo C70
17495,11306,"Long Island City,  NY",2019,Toyota,Camry,Long Island City, NY,1,1.0,Fleet,Toyota Camry
11590,58591,"New York,  NY",2014,Volkswagen,Passat,New York, NY,0,4.0,Personal,Volkswagen Passat
12995,47442,"Union City,  NJ",2017,Hyundai,Sonata,Union City, NJ,0,1.0,Personal,Hyundai Sonata
13490,36875,"Elmwood Park,  NJ",2017,Honda,Civic,Elmwood Park, NJ,0,2.0,Personal,Honda Civic
12590,28589,"New York,  NY",2014,Volkswagen,Passat,New York, NY,0,3.0,Personal,Volkswagen Passat
15590,35531,"New York,  NY",2017,Chevrolet,Equinox,New York, NY,0,1.0,Personal,Chevrolet Equinox
3972,133186,"Jersey City,  NJ",2010,Kia,Forte,Jersey City, NJ,0,2.0,Personal,Kia Forte
15297,24433,"Jersey City,  NJ",2019,Kia,Soul,Jersey City, NJ,0,1.0,Personal,Kia Soul
20990,33684,"New York,  NY",2017,Jeep,Grand Cherokee,New York, NY,0,1.0,Fleet,Jeep Grand Cherokee
10988,40525,"Long Island City,  NY",2017,Nissan,Sentra,Long Island City, NY,0,2.0,Personal,Nissan Sentra
41461,4677,"Paramus,  NJ",2020,Mercedes-Benz,GLC,Paramus, NJ,0,1.0,Personal,Mercedes-Benz GLC
40671,3872,"Paramus,  NJ",2020,Mercedes-Benz,C-Class,Paramus, NJ,0,1.0,Personal,Mercedes-Benz C-Class
5800,112908,"Elmhurst,  NY",2010,Ford,Transit Connect Van,Elmhurst, NY,0,6.0,Personal,Ford Transit Connect Van
11888,15323,"Jamaica,  NY",2019,Nissan,Sentra,Jamaica, NY,0,1.0,Personal,Nissan Sentra
13881,31974,"Avenel,  NJ",2017,Honda,Accord,Avenel, NJ,0,1.0,Personal,Honda Accord
26990,17313,"New York,  NY",2019,Cadillac,XTS,New York, NY,0,1.0,Personal,Cadillac XTS
39990,7686,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
31686,26739,"Secaucus,  NJ",2017,Audi,S3,Secaucus, NJ,0,1.0,Personal,Audi S3
11495,100098,"Elizabeth,  NJ",2014,Ford,Explorer,Elizabeth, NJ,0,1.0,Personal,Ford Explorer
25495,32369,"Hackensack,  NJ",2017,Ford,Explorer,Hackensack, NJ,0,1.0,Personal,Ford Explorer
9995,80898,"Saddle Brook,  NJ",2011,Audi,Q5,Saddle Brook, NJ,0,3.0,Personal,Audi Q5
13990,29910,"New York,  NY",2017,Ford,Fusion,New York, NY,0,1.0,Personal,Ford Fusion
15490,46024,"Watchung,  NJ",2017,Ford,Escape,Watchung, NJ,0,1.0,Personal,Ford Escape
15208,29879,"Hillside,  NJ",2017,Toyota,Camry,Hillside, NJ,0,1.0,Personal,Toyota Camry
8895,124095,"Verona,  NJ",2013,Acura,ILX,Verona, NJ,0,1.0,Personal,Acura ILX
12999,63718,"Brooklyn,  NY",2014,Mercedes-Benz,CLA,Brooklyn, NY,0,3.0,Personal,Mercedes-Benz CLA
12980,12395,"Avenel,  NJ",2017,Honda,Civic,Avenel, NJ,1,1.0,Personal,Honda Civic
33994,4803,"Morristown,  NJ",2020,BMW,X2,Morristown, NJ,0,1.0,Personal,BMW X2
18598,19708,"Valley Stream,  NY",2017,Toyota,RAV4,Valley Stream, NY,1,1.0,Personal,Toyota RAV4
18500,20000,"Bayonne,  NJ",2019,Jeep,Compass,Bayonne, NJ,0,2.0,Fleet,Jeep Compass
20500,17258,"Bronx,  NY",2017,Toyota,RAV4,Bronx, NY,0,1.0,Personal,Toyota RAV4
28945,48486,"Hasbrouck Heights,  NJ",2016,Mercedes-Benz,Sprinter Passenger Van,Hasbrouck Heights, NJ,0,1.0,Personal,Mercedes-Benz Sprinter Passenger Van
33286,4361,"Secaucus,  NJ",2019,Audi,A4,Secaucus, NJ,0,1.0,Personal,Audi A4
15295,33115,"Union,  NJ",2017,Honda,Accord,Union, NJ,0,1.0,Personal,Honda Accord
25404,29907,"Hazlet,  NJ",2017,Jeep,Grand Cherokee,Hazlet, NJ,0,1.0,Personal,Jeep Grand Cherokee
20990,36300,"New York,  NY",2017,Jeep,Grand Cherokee,New York, NY,0,1.0,Personal,Jeep Grand Cherokee
17995,69162,"Colonia,  NJ",2017,BMW,X3,Colonia, NJ,0,1.0,Personal,BMW X3
12990,22239,"New York,  NY",2017,Chevrolet,Cruze,New York, NY,0,1.0,Personal,Chevrolet Cruze
40990,9079,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
10993,43109,"Jamaica,  NY",2018,Kia,Soul,Jamaica, NY,0,1.0,Personal,Kia Soul
8995,163331,"Ridgewood,  NY",2012,Ford,Econoline Wagon,Ridgewood, NY,0,2.0,Personal,Ford Econoline Wagon
9495,89362,"Middletown,  NJ",2011,GMC,Acadia,Middletown, NJ,2,4.0,Personal,GMC Acadia
17995,68129,"Hasbrouck Heights,  NJ",2017,BMW,3 Series,Hasbrouck Heights, NJ,0,2.0,Personal,BMW 3 Series
10590,54130,"New York,  NY",2013,Volkswagen,Passat,New York, NY,0,1.0,Personal,Volkswagen Passat
19750,43672,"Avenel,  NJ",2017,Audi,Q5,Avenel, NJ,0,1.0,Personal,Audi Q5
16100,21000,"Old Bridge,  NJ",2017,Honda,Accord,Old Bridge, NJ,0,1.0,Personal,Honda Accord
11995,97465,"Newark,  NJ",2012,Jeep,Grand Cherokee,Newark, NJ,0,2.0,Personal,Jeep Grand Cherokee
11999,103255,"Brooklyn,  NY",2017,Ram,1500,Brooklyn, NY,0,1.0,Personal,Ram 1500
11495,42308,"Bayonne,  NJ",2018,Nissan,Altima,Bayonne, NJ,0,1.0,Personal,Nissan Altima
3581,88288,"New York,  NY",2001,Chevrolet,S-10,New York, NY,0,5.0,Personal,Chevrolet S-10
12489,54794,"Long Island City,  NY",2017,Nissan,Rogue,Long Island City, NY,0,1.0,Personal,Nissan Rogue
10990,53417,"New York,  NY",2014,Volkswagen,Passat,New York, NY,0,3.0,Personal,Volkswagen Passat
2699,167012,"Garfield,  NJ",2005,Chevrolet,Trailblazer,Garfield, NJ,0,2.0,Personal,Chevrolet Trailblazer
28886,29380,"Secaucus,  NJ",2018,Audi,Q5,Secaucus, NJ,0,2.0,Personal,Audi Q5
23599,25055,"Ramsey,  NJ",2017,Lexus,ES,Ramsey, NJ,1,1.0,Personal,Lexus ES
16942,59871,"Carlstadt,  NJ",2017,Chevrolet,Traverse,Carlstadt, NJ,2,2.0,Personal,Chevrolet Traverse
9949,44916,"Yonkers,  NY",2015,Kia,Optima,Yonkers, NY,0,3.0,Personal,Kia Optima
7995,83912,"Union,  NJ",2014,Volkswagen,Passat,Union, NJ,1,1.0,Personal,Volkswagen Passat
32788,10791,"Bayside,  NY",2017,Jeep,Wrangler,Bayside, NY,0,2.0,Personal,Jeep Wrangler
3995,122327,"Elmhurst,  NY",2008,Chrysler,Town & Country,Elmhurst, NY,3,5.0,Personal,Chrysler Town & Country
35939,41154,"Englewood,  NJ",2018,Mercedes-Benz,GLE,Englewood, NJ,0,1.0,Personal,Mercedes-Benz GLE
9900,140075,"Hillside,  NJ",2013,Ford,Econoline Wagon,Hillside, NJ,0,2.0,Personal,Ford Econoline Wagon
15988,41803,"Bloomfield,  NJ",2016,Nissan,Rogue,Bloomfield, NJ,0,1.0,Fleet,Nissan Rogue
6995,117212,"Saddle Brook,  NJ",2012,Chevrolet,Traverse,Saddle Brook, NJ,0,2.0,Personal,Chevrolet Traverse
10575,81449,"Keyport,  NJ",2015,Chevrolet,Equinox,Keyport, NJ,0,1.0,Personal,Chevrolet Equinox
19998,18642,"Brooklyn,  NY",2017,Toyota,RAV4,Brooklyn, NY,0,1.0,Personal,Toyota RAV4
12150,72513,"Avenel,  NJ",2013,Mercedes-Benz,GLK,Avenel, NJ,0,2.0,Personal,Mercedes-Benz GLK
13350,58708,"Bronx,  NY",2017,Nissan,Rogue,Bronx, NY,0,1.0,Personal,Nissan Rogue
15795,11824,"Paramus,  NJ",2017,Honda,Civic,Paramus, NJ,0,1.0,Personal,Honda Civic
11898,57658,"Yonkers,  NY",2017,Nissan,Rogue,Yonkers, NY,1,2.0,Fleet,Nissan Rogue
6899,177602,"Garfield,  NJ",2008,Toyota,Tundra,Garfield, NJ,0,1.0,Personal,Toyota Tundra
17590,25422,"New York,  NY",2018,Chevrolet,Equinox,New York, NY,0,1.0,Personal,Chevrolet Equinox
5450,158210,"Brooklyn,  NY",2004,Chevrolet,Tahoe,Brooklyn, NY,1,6.0,Personal,Chevrolet Tahoe
26000,22500,"Butler,  NJ",2017,Ford,Explorer,Butler, NJ,0,1.0,Personal,Ford Explorer
40495,7012,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
47415,30654,"Hasbrouck Heights,  NJ",2019,Ford,Expedition,Hasbrouck Heights, NJ,0,1.0,Personal,Ford Expedition
15900,31442,"Forest Hills,  NY",2017,Chevrolet,Malibu,Forest Hills, NY,1,1.0,Personal,Chevrolet Malibu
12995,29723,"Long Island City,  NY",2017,Nissan,Rogue,Long Island City, NY,1,1.0,Personal,Nissan Rogue
4995,166228,"Garfield,  NJ",2009,Jeep,Liberty,Garfield, NJ,0,3.0,Personal,Jeep Liberty
29990,30808,"New York,  NY",2019,Ram,1500,New York, NY,0,1.0,Personal,Ram 1500
18310,32199,"Jersey City,  NJ",2019,Nissan,Rogue,Jersey City, NJ,0,1.0,Personal,Nissan Rogue
19871,24609,"Hawthorne,  NJ",2017,Chevrolet,Equinox,Hawthorne, NJ,0,1.0,Personal,Chevrolet Equinox
29995,51697,"Teterboro,  NJ",2017,BMW,X5,Teterboro, NJ,0,1.0,Personal,BMW X5
19990,30653,"Elmhurst,  NY",2017,Subaru,WRX,Elmhurst, NY,0,1.0,Personal,Subaru WRX
21990,42375,"New York,  NY",2017,Ford,Explorer,New York, NY,0,1.0,Personal,Ford Explorer
19750,27692,"Avenel,  NJ",2017,Mercedes-Benz,C-Class,Avenel, NJ,1,1.0,Personal,Mercedes-Benz C-Class
35995,4507,"Edison,  NJ",2020,Land,Rover Discovery Sport,Edison, NJ,0,1.0,Personal,Land Rover Discovery Sport
15900,27651,"Wayne,  NJ",2016,Mazda,CX-5,Wayne, NJ,0,2.0,Personal,Mazda CX-5
4995,128427,"Lodi,  NJ",2009,Toyota,Camry,Lodi, NJ,3,7.0,Personal,Toyota Camry
48500,29090,"New York,  NY",2015,Maserati,GranTurismo,New York, NY,0,2.0,Personal,Maserati GranTurismo
14905,29103,"Elizabeth,  NJ",2017,Acura,TLX,Elizabeth, NJ,1,1.0,Personal,Acura TLX
12995,34451,"Elizabeth,  NJ",2017,Honda,Civic,Elizabeth, NJ,0,2.0,Personal,Honda Civic
12891,40860,"Long Island City,  NY",2017,Nissan,Rogue,Long Island City, NY,0,1.0,Personal,Nissan Rogue
9500,40823,"Hillside,  NJ",2016,Kia,Soul,Hillside, NJ,1,1.0,Personal,Kia Soul
38392,5819,"Secaucus,  NJ",2019,Audi,A5,Secaucus, NJ,1,1.0,Personal,Audi A5
35801,16482,"New York,  NY",2017,Mercedes-Benz,GLC,New York, NY,0,1.0,Personal,Mercedes-Benz GLC
16998,32065,"Hasbrouck Heights,  NJ",2017,Volvo,S60,Hasbrouck Heights, NJ,0,1.0,Personal,Volvo S60
13995,6797,"Newark,  NJ",2019,Mitsubishi,Outlander Sport,Newark, NJ,1,1.0,Fleet,Mitsubishi Outlander Sport
74901,19319,"New York,  NY",2019,Mercedes-Benz,GLS,New York, NY,0,1.0,Personal,Mercedes-Benz GLS
19999,52047,"Union City,  NJ",2016,Ford,Explorer,Union City, NJ,0,2.0,Fleet,Ford Explorer
14542,61060,"Carlstadt,  NJ",2016,Volvo,XC60,Carlstadt, NJ,0,1.0,Personal,Volvo XC60
10998,87749,"Hasbrouck Heights,  NJ",2014,Honda,CR-V,Hasbrouck Heights, NJ,0,1.0,Personal,Honda CR-V
9900,9304,"Hillside,  NJ",2019,Ford,Fiesta,Hillside, NJ,0,1.0,Personal,Ford Fiesta
31998,19181,"New York,  NY",2018,Volvo,S90,New York, NY,0,1.0,Personal,Volvo S90
9500,37153,"Hillside,  NJ",2018,Ford,Focus,Hillside, NJ,1,2.0,Personal,Ford Focus
21249,23235,"Bloomfield,  NJ",2019,Hyundai,Santa Fe,Bloomfield, NJ,1,1.0,Personal,Hyundai Santa Fe
67995,7396,"New York,  NY",2019,Porsche,Cayenne,New York, NY,0,1.0,Personal,Porsche Cayenne
14242,11271,"Carlstadt,  NJ",2019,Toyota,Corolla,Carlstadt, NJ,1,1.0,Personal,Toyota Corolla
19888,14065,"Long Island City,  NY",2017,Ford,Escape,Long Island City, NY,3,1.0,Personal,Ford Escape
19905,33345,"Elizabeth,  NJ",2018,Ford,Explorer,Elizabeth, NJ,1,1.0,Personal,Ford Explorer
19477,39654,"Bloomfield,  NJ",2017,Subaru,Forester,Bloomfield, NJ,0,1.0,Personal,Subaru Forester
68999,27421,"Staten Island,  NY",2015,Nissan,GT-R,Staten Island, NY,0,2.0,Personal,Nissan GT-R
